Text,Label
'@ MZama31 @ WasiuddinSiddi1 @ naaz786nice @ Nagrik18 @ProfNoorul Bismillah Rahman Rahim,1
'@Tas_Singhdev Tus Baba Zindabad Congress Zindabad,0
'@suman_tadamoksh Eid Mubarak ✌️,1
'@iArmySupporter died! So let me die - someone was great. Jihad was of little thought. #RahatIndoori,2
'@SuryadevSingh Jihadi',2
'Dhoni' should watch the news channel to know what to do next after retiring from cricket. 😅😅 @ravishndtv @abhisar_sharma @ppbajpai,0
'@ Kumari_Sailja Sister Kumari Selja Zindabad.,0
'Happy Islamic New Year 1442 Hijri to all Alam Islam. AppHappy new year 1442 Hijri.🎉🎉🎉 SADIQ.CHOTE # islamicnewyear1442Hijri,1
Take note of the films of this jihadi terrorist,2
'@yadavvarun_ @SushantBSinha complete recovery should be recovered from these jihadis.,2
'@ Ajayasah 8 @ Bhoopbaghelwarothir. Bhupesh Bhaiya Zindabad Ajay Bhaiya Zindabad,0
'@ JubairAnsari799 Masha Allah is also Noor on the face,1
'@iGautamshandily Jihadi is an Islamic Jihadi,2
'PFI fills Muslim youth in the organization by calling them poor and uses them during riots !!! # Bain_Design_PFI,2
'@Basuratansane Sacha Chusalman ..,2
Sushant Singh Rajput: How the people of the film-TV industry go into depression,0
"'Student unity Zindabad Governor regains consciousness, student unity Zindabad #SKRAU_STOP_ONLINE_CONVOCATION @KalrajMishra @SkrauBikaner @icarindia",0
'@ GaneshMahli 07 @ Buzz 4 Jharkhand @ Mundarjun @ Dharmapal Singh @ Daparkashbajap Ganesh Mah Li Zindabad Zindabad,0
"'@ buntysalwanshi1 here we call it Ghooghra, it is made in Diwali.",0
'@dr_kafeel_ Amen comes out,1
'SSR Death Case: Hanuman Chalisa recited 1 lakh 25 thousand times in Patna to bring justice to Sushant Singh Rajput,0
Amen Summa Amen should go to Corona disease,1
Remember the martyrdom of Karboblah. To name Ali or Husain on Juban. # Slogans,1
'@ Dipaligupta122 @Sandhya_bscp Indian Shakti Chetna Party Zindabad Shakti Swaroopa Sandhya Didi Ji Zindabad 🇧🇴🌺🙏🙏🙏🙏🙏🌺🇧🇴,0
@sakshijoshii Jihadi journalist is also looking for someone Kapil Mishra,2
'@ sachingupta787 Police immediately arrest this jihadist traitor and attach all his assets,2
Congratulations to all of Hijri 1442 #newyear #Muslims #islam,1
'@JhaGunjesh will have to teach a lesson to the jihadi murderer;,2
"'@Leo_Knock, after watching this, it looks like I will have to retire from watching cricket.'",0
Mohsin Reza Saheb Zindabad Hazrabale Mohsin Reza Saheb Zindabad,0
'In lo la @ la la,0
'@ nik17995 Jehadi is all,2
"Seeing this, Dhoni and Raina retired from cricket! 4",0
'# Masha Allah what a sweet voice,0
'@AltafWala @ SatishM81957227 @ReallySwara @KapilMishra_IND What did Kapil Mishra even tell jihadis.,2
'@Farheen ___ 786 Vallekum Assal 🌹 (Amen) 🤗💖,1
"'Burn this jihadi first at the crossroads, put a garland of shoes, they should be taught a lesson",2
@buntieey @ Vimal_Raja1221 @__Cortana_ @XsSOLO_ @ _imRVK182 @Black_Xat is a jihadi. Or secular .. tell me,2
1442 Happy Islamic New Year 1442 Hijri to Islam. 🤲 #Islamic_New_Year # 1st_Muharram_1442,1
"'At this time, all the people who are giving jihadi relief to Indauri, they are going to live a double life. Such people are afraid to tell the truth to the truth.'",2
"'All #Alam_A_Islam A_Islam to #Ashikare_Rasool ﷺ #Ashikane_Ahil_Bait to Islamic Year ""1442 Hijri"" 🌹🌹 Happy! 4",1
"'@consti_rakshak @KanganaTeam, the lawyer for Sushant Singh Rajput had ever exposed this, he said that he wants to run, not do anything",0
'@Goldenthrust @vashistradha bollywood jihadi gang must end.,2
'Happy new year 1442 Hezri 1st moharram to all your friends.,1
'@ Chandsiddiqui76 @ShagufaPerween @ Shaguft58580188 @ sadia_ibraheem8 माशा अल्लाह,1
@ Rajsagarbasp_ @somji_p_basap yamayawati congratulations. Jaibheem Basp Zindabad.,0
'@Priyankavidrohi @Yadwakhilesh @SamajwadiParty is your mental bankruptcy. Akhilesh Yadav Zindabad,0
Happy Islamic New Year to all Alam Islam,1
Jihadi randi,2
"'@ NiranjanTripa16 By the way are the Hindu calendar two, one from New Year Diwali and the other from Holi?",0
"'If the intention is not clear, then it will come from where Barkat said Jumma Jumma Namaz will get some paradise.",1
A @ Aishah 0786786 Soma Amin's security,1
'@bihari_girl_ Ghooghra is made in Diwali.,0
'@ NawabSufiyanAn2 Amen,1
'Allah Babita Phogat's sister should be cured of a disease like Corona virus / Amen,1
😂😂😂😂😂 And museum of such fools and jihadi brothels call themselves news portals,2
'#RahatIndori Shire was less jihadi more!,2
'@ Genius_Khan853 # Amen 🙌,1
'@ gudiyamishra04 is it for Holi or Diwali ??,0
'@SantoshYadavMLC @yadavakhilesh ji bhaiya jindabad 🙏💪,0
'@ Nurulahsan90 MashaAllah,1
'The rule of Jehadi Begum is about to flap',2
'@Javsinhink baba saheb zindabad,0
'Public relations program in Bhat area of ​​Obra Assembly in 2022 Bicicil @yadavakhilesh zindabad,0
'@theabubelal @ Mohamme12891179 Tera popat chudambar 6 saal ki bachhi Ayesha ko choda tha aur apni bahu zainab ko bhi. Aurat testify nahi kar sakti agar uske saath koi mard na ho tho samgha chusalman chadarmod. Dallah ke dalal🤣🤣,2
Pankaj Bhaiya Zindabad,0
"@AcharyaPramodk Jihadi Baba, tell me who was protecting the temple",2
@ DChaurasia2212 Munavvar Rana is a member of a political party or not a jihadi is a sweet tongue jihadi of the Jamaat,2
'Long live women's power.,0
'@NewsNationTV needs to add no relationship with Pakistan. No need to play cricket. There should be no connection with such poor people.,0
'@TheDeepak2020In Islamic Jihadi Terrorists,2
A @ 007 Alisuhrab @ Daoudkhnaa,1
'@ VishalSatra1 Sushant Singh Rajput was killed with his own money.,0
'@NeelamWrites Subhan Allah Khyal is the best 🥀👍,1
'@JavedAKhan @sudhirchaudhary Jihadi is hurt .. let it cry,2
'@Madfirozali 07 @Rayalanvedkhan1 @pronurul @asifbhandari @anjali_0004 @khansharf 045 @ziddi_jarif @ashrafam @ abu_turrabb 10 Amen,1
"""The real reason for Dhoni's retirement."" After seeing this picture, Dhoni had decided to retire from cricket.",0
'NAnupamPKher Nathuram devotee celebrating 9 minutes of Diwali in New India Uttar Pradesh ..!,0
'This is the scene 👇 Dhoni retired from cricket after seeing this.' #DhonirainaRetires,0
'શુ Ashushi 02 @ Socialist Party @ Rajiv Rajiv Bhaiya Zindabad,0
'@ MOHAMMEDFAZLUR4 @KreatelyMedia @KapilMishra_IND Bochodi toh tere pisslam ne kiya hai jab gadha khoda jayega qutub minar se tajmahal ki sachai bahar ayegi. Tum mulle kisi ko muh dikhane lyke nahi rahoge,2
'@ Dr_kafil_ @ shahrukhansari_ see collect even if you were for Allah Hafiz,0
"""Happy Islamic New Year to all of you""",1
'All Alam-e-Islam to Jadid Islamic Year 1442 Hijri 🌹 ♥ ️ Happy ♥ ️🌹 # IslamiNewYear1442Hijri,1
@Orangishly Shana Jihadi,2
'Youth should be given a chance in Panchayat elections! Will the youth only raise slogans of Zindabad Murdabad?,0
"'@BhaavnaArora @ swordof5aban, reaching 40 years, will contribute even the 40th Jehadi !!!",2
Tribute to @vinodkapri Jihadi is not buried 2 yards down,2
'@AasifBhandari of course or Hussain Alaihissalam,1
'@bmks_sunil Bscp Zindabad 🇧🇴🇧🇴🇧🇴🇧🇴🚩🚩🚩🚩,0
'Oh wow !!! Masha Allah what is the matter ??? God made it @ miyaa_kukuduku,1
'@ Chunni_lal_shun zindabad',0
'@AchVikrmaditya Jihadis are idiots but not Brahmins,2
'@IPSinghSp Are you the organizer of Hey Iftar parties since when Ram started chanting and how many good days are needed,1
@ Smile9931 Masha Allah,1
"'@MajorPoonia how are you afraid, she gets ripped off for years by a post from #Jihadi_Com",2
'@Real_GDBakhshi is both a jihadi,2
'@ Captain_Rarkus Ball Jan's Birthplace Swargadip Gueriyasi .. Speak Jihadi,2
'@ digvijaya_28 You Feroz Khan Antonio Jehadi Pagla Muslim Muslim Nasur,2
"@PremShuklaBJP @NewsNationTV @ DChaurasia2212 Media does not do well by calling in Sohad Jam e jihadi debate, its funding shone.",2
'@AafoNaaz InshaAllah Fatah will get aimim to remember you in Dua Amen Summa,1
'Jihadi' means blind in the case of fake religion and it is the greatest foolishness to believe the blind.,2
'@RanaAyyub Pakistan's Poor Fools? Madrassahs?' what do you want? Jehadi ragas in media house Muslim appeasement?,2
'@KhanAmanatullah @LtGovDelhi Amanat bhai you try Inshallah will bring color and Allah tala se dua hai Help these children help from the gab! Amen,1
'Al Amin Education Welfare Society Honors CBSE ICSE Students,0
"These so-called Sanghi Hindutva contractors are getting cow licenses issued by issuing licenses in Goa and North East. # Modi_hay_to_mukkin_ is for these hypocrites, somewhere cow 🐮 mommy ... and elsewhere cow 🐮 yummy .. 🔥 🔥 @ BJP4India #NonsenseSambitPatra #Criminal_Sambit_Patra @sambitswaraj",2
"'@Vijaynathusari @DrRPNishank bhai what do you feel that after the Diwali in September, the karona will end",0
"Kangana, it will be heavy to screw you with Bahujan! Bahujan Ekta Zindabad #Take_Back_Kanganas_Padmashree",0
"#JusticeForSushantSinghRajput Sara Ali Khan and Sushant Singh Rajput were in a relationship before Riya's entry, Sushant's lawyer revealed.",0
"'@garg_trupti @TOIMumbai Perhaps their future is yet to be seen. Therefore, we have started practicing from now on. It is understood that Diwali is not far away.",0
@ Vishal Dutt 1204 @Parthripathi Mamta Bano Jehadi,2
"'@ RuhiAnsari07 and Aurangzeb? Who considers Akbar's Deen e Ilahi? Javed ji is also a devotee of Aurangzeb, fools",1
"'@advmajeedmemon Bavsir, get the treatment done in the mouth, Jihadi, in your race it is a congenital disease for everyone.",2
'@GeautamSandilya Yes. The sun is in jihad.,2
'How long will political parties remain silent on this kind of jihadi mentality in vote bank politics. Is the security of the country even greater? #BangloreRiots,2
'@TimesNow @BSBommai Very true. Every rupee should be recovered from the jehadi people who commit violence,2
"'@ppbajpai the past has passed, never again Hafiz Khuda",0
'Jihadis are not seen in the market .... Looking for paper #WelcomeBackAmitShah,2
'@upendraINC @INCIndia @AjayLalluINC @iGauravKdixit @RahulGandhi @INCUttarPradesh @IYC @priyankagandhi @srinivasiyc राहुल गांधी जिन्दाबाद।,0
"'@ImRaina, who has announced his retirement from cricket with @msdhoni, has many records.",0
'Nice line Didi👌 humanity alive,0
'@rjfahad @shams_s Shams shanawaz जिंदाबाद,0
'@Anishasinghindu @Rahul8urSaravak @Hashtagkrikket @Sketgokhle @Anildeshmukhansap @ Thane_Rar_Police No Muslim is spoken only as a Muslim,2
@sayba_naaz Amen Summa Amen,1
"'Seeing a lot of people are engaged in doing Rajput vs Brahmin! Now, whomever I see, I will unfollow immediately. #Amen",1
'Pay homage to the nation for Islamic Jihadist who hate Hindus !!,2
'@Yadwakhilesh Akhilesh Bhaiya Zindabad Zindabad,0
'@TheAbhishek_IND all were jihadis,2
'@maariaKhanmk @ImranKhanPTI will dig the tomb of terrorist Babar's carved jihadi woman,2
'Now only these two can solve the case of # Sushant_Singh_Rajput .... 🤔 #SushantTruthNow #Casteist_Kangana,0
'Happy New Year to all of Islam 1442 Hijri',1
"'@BjpSarojini @myogiadityanath hand over Yogi ji, jihadi is also clean along with Bangalore jihad. Jai Yogi ji Maharaj",2
"'@AMISHDEVGAN, which we thought was a poet, it turned out to be a jihadi. How much darkness we were in.",2
'@ Lovelliwadhav 11 Ashok Gehlot 21 Balvan ji Punia Zindabad,0
'@ nielsteyn1 @ Akash81767126 @ Avenger_Indian1 @southindiann Bhai ye chusalman hai april 2020 mein account khola hai🤣🤣. Iske tweets saare anti hindu. Abdul hai ye,2
'@vinod_bansal @myogiadityanath @Uppolice All the temples that these jihadi puppets have demolished so far should be built,2
'@PaisanjaySharm10 Pandit Sanjay Sharma Zindabad,0
"'Yesterday was Delhi, today it is Bangalore ... any other city will change .. only a jihadist thought that is behind these riots will not change.",2
'@_Time_Machine__ @WilfredQuadros @GauravPandhi Abe has not been silent yet seen Jihadi's tweet.,2
'@ErikSolheim Crusader is Pkmkb,2
Happy Islamic New Year 1442 Hijri to all Ahl-e-Islam: May Allah bless all the peoples of the world from the wonders of Karona.,1
I love so much. # Collect them,1
"'@ Drmahera552 @akhterzaidi With the death of Kalime, Kamil Iman is over. Amen or Rabal Alameen",1
Lallu Zindabad,0
'Media has no news except Sushant Singh Rajput case and floods #GodiMedia #AAJTAK,0
Sushant Singh Rajput case: CBI recreates crime scene in SSR's house and hangs dummy \ xa0 test,0
'@ Iqra Quraishi 1 of course Amen,1
'Allah's house is late and not blind Subhanallah,1
'@anjumgoole @TimesNow @thenewshour Kyonki chutia opposition hai ... issi me usko mudda banata..abhi bhi pappu k tweeted par lo ... dab samjh me aajayega ... pappu is a boon in disguise for bjp government,0
'@ tripathisam2020 is a Jihadi bastard,2
"""The antagonism of nationalism went to Islam. The country got a little"" relief ""went to a jihadi.",2
"#AllahDoesNotNeedQurbani Hindu Jhatkai Marahee, Muslim Karai Halal. Garibdas Dau Din Ka, Hosi Hall Bihal. The Hindu or Muslim meat-eating devil Kabir God has said that Hindus commit violence by shock. Muslims slowly kill creatures. It is called halal kiya. This is a sin.",0
'@ Hafsa_Fatima20 Wow what a great brawler Masha Allah of course Haq Firmaaya 💐💐💐❤️ Mohtarma Hafsa Fatima g,1
"'@Kush_voice You are a jihadist not a dalit, as a dalit, the entire house of that dalit was burnt, yet you are advocating jihadis.",2
"'Long live Pradeep Bhandari, long live Arnab Goswami, long live Shweta Tripathi, long live Sayed Sohail.",0
"'Suresh Raina, who has retired from cricket with Dhoni, has many records.",0
'@vinodkapri o was a jihadi and what honor is given to jihadists A. Who can know better than you?,2
1442 Happy Islamic New Year to Alam-e-Islam. # IslamicNewYear1442,1
'J & amp K High Court issues notice on Vaishno Devi Shrine Board's money for Iftar',1
"""Do you think the exact reason for the murder of Sushant Singh Rajput will be revealed. The CBI may be investigating but the rest of the situation is on the other side.""",0
"'@RifatJawaid @TheVikasKhanna Masha Allah the water is coming in the mouth, sir",1
'@ VijayVst0502 Shove Jihadi out of the country and save the country.,2
'@ Snanchat jungle raj zindabad,0
'Jihadis and terrorists are fuckers',2
Hearty Pandya returns to the field after a long break from cricket,0
"'@BharatiReal @ Sanatan44005733 @ Rkp1501 @IAMNAVINBJP @ Manikar30023885 @ AzadSamajParty0 @ funnyboons86 @ sendi9900 @Ananya_Jatav @ vishal_9450. Brother .. and there is no guarantee of goods. She may also be the one. And one too .. I feel more Jihadi notes are seen. So, he killed by saying Mulla not even once denied",2
"'@AjazkhanActor You are a puncher, but you can only do jihadi.",2
Jai Bhim Jai Constitution BSP Zindabad Bahn Ji Zindabad,0
'Let's cultivate brotherhood. Let's become a bit modern too. What is kept in the temple mosque instead of Jama Masjid?,2
"'@SalmanNizami_ This is the world's no. There is 1 Terrorists Factory. If someone has shot an arrow, the jihadi students here tell me that.",2
"'@Nidhi is your old colleague, this jihadi",2
@ Development Minister @ Govindstrip @ Brand_Anuj Side Absolutely Righat !! Jai Shri Ram #not_Zindabad,0
'@ khalidsalmani1 @SushantBSinha find the paper. Jihadi,2
"'Or ""Allah"" my ""Ammi Abbu"" is the most precious thing in my life, always keep them safe ... ☺ * Amen *",1
A @dagafjeeh,1
'@khanumarfa used to say that the brother-in-law became 996 jihadi.,2
'@AmbalaIgp @cmohry @anilvijminister @police_haryana @nsvirk @PoliceYnr Haryana Police Zindabad,0
'You too will come at least once a jihadi for a debate with Sambit Patra,2
"@ ashutosh82B I know if you are in India today, if anyone is against terrorists jihadi infiltration then it is bjp",2
'@ Anjanaonkashyap Kapil Mishra Zindabad.,0
'@ShilpiSinghINC jihadis are less in Lebanon here traitors like you are more than the population of Lebanon,2
A @ It goes to God,1
'@ipriya_____ @ PintuKu89518894 Swadeshi Apnao indigenous bomb will run in Diwali,0
"'iksikkimesetroll When you speak with your tongue, it is Diwali. 😆😆",0
'@ Arvind_Lejp @ ChiragPassSwanlajp's party Zindabad',0
'Except Arabic Jehadi Jamaat and Videsi Christian Church Missionario. All the rest of us are indigenous people of Hindu India. Happy native day,2
"'@AmitShah Mota Bhai has gone mad a few jihadis in Bangalore, arrange for his injection a little",2
Why Sallallahu brings alaihi wasallam and religion in the middle,1
'@ Rohit_chahal jihadi com,2
'@ WasiuddinSiddi 1 Mashaallah Mashaallah Mashaallah Great Brother,1
'labshalabhmani Jihadi hardcore madrasa impression,2
'@ Sudhinabhadoria @ Mayawati BSP Leader Sister Ji Zindabad,0
'Or may Allah order us who are better for all of us. Hindustan Zindabad Jai Hind!,0
Yesyadevamala D.Ed. Sachin Yadav Ji Zindabad,0
'@ Mahekstar240 @Vandana__Indian Hindu has come to know that these people are jehadi pigs,2
'@ puran24 Watching Bollywood movies and cricket matches is just a waste of time and money I never watch,0
"'@ GeoIntel2 meet on Diwali, you will break hair by pulling hair",0
'@SonuSood brilliant awesome Zindabad Sonu Sood Ser,0
'@LiquidZBite @madhwani_sooraj PISSLAM ka POPAT MUHAMMAD pita hain 🤣🤣🤣 tu apne PISSLAM k bare mein jaan to le CAMEL PISS DRINKER BAKRICHOD 🤣🤣🤣🤣🤣,2
"'@yadavakhilesh keep it in your house, never say on Diwali Holi, let the poor artisans make firecrackers colors, now you have to lick the mulso",2
'@ Nasiraine @ Tambuddha 65151329 @ 07 Rashmikam @ Rabhi 786 Mashallah,1
'@ ReshmaHindusta1 and leave jihadis and terrorists open to riot in the country,2
