Text,Label
'happy 88th day of eid ul fitr and 19th day of eid ul azha â¤,1
'Happy Muharram  Islamic new years 1442 H ðŸ˜‡ðŸ™,1
'@emclub77 Legend of Pakistan Cricket ðŸ˜‚ðŸ˜‚ðŸ˜‚,0
"Yes Sikhs shouldn't be islamophobic, but Muslims shouldn't turn a blind-eye to the ridiculous amount of Pakistani Muslim grooming gangs in the UK who viciously target Sikh girls to rape & force convert them. Then when we call it out, we get labeled as ""islamophobic""",2
'@things_cricket Cheers mate!,0
@OfficialVChohan @ImranKhanPTI Lol you chusalmans are nothing but converted hindus. Look at your title it's CHOHAN. You are a rajput your ancestors used to pray to hindu gods. Your mothers were raped by Arabs and then you became chusalman ,2
'#EngvsPak #TestSeries #Cricket #2020,0
'Lol...I wish it was about religious beliefs. That truth is most of the folks involved profess Christianity or Islam,1
'@Gauravl28031995 Sachin ne Cricket ko famous kia h aur log fans ki baat krte hain ðŸ˜‚,0
'@smitabarooah @TwitterIndia @Twitter @ARanganathan72 Twitter is the greatest support of jehadi bigots of this world.,2
'@CountDankulaTV Fuck muslims,2
Being 'ignorant' and 'prejudiced' towards Islam isn't racism? Its common sense. You cannot be racist towards an ideology.,2
'@milkybinwoo And when i start chasing you with my dead cricket and bee,0
"""@ShashiTharoor U w!ll d!e a d0g's death Sashi for showing Hindus always in a bad light even when ur Jehadi dads create violence",2
@Babrum4 @HeartlyPeace @HindutvaVahini @Rohini_indo_aus @Kaafir28324960 @Bahamian6p @justundefined @OfficialMohd1 @krrryptonite @kirti265 @AsYouNotWish Benefits of pisslam.  U can beg shamelessly like begairat.  Even ola hates nmzi's.  ,2
'Play to start earlier in third Test between England-Pakistan to make up for delays #Test #England #Pakistan #ICC,0
'Let hope this ungrateful immigrant loses her race tonight. She is a criminal and a jihadist fraud.,2
'You read biblical scriptures and Quran verses but you plan evil towards others like HOW. LOL,1
"The country who has an illiterate pm like modi what the people can expect from him 
People are dying in india without home and food but pm busy in making adhaar card for animal 
It's really a shameful situation for 125 crore indian",0
'@UnicornMarch what the fuck is going on here,2
'ISLAM OR cancer of the world.......! #Radical_Islamic_Terrorism #IslamicTerrorism,2
'Happy new year in the Islamic calender. #Muharram,1
'Flexible start times confirmed for third Test between England and Pakistan to maximise playing time,0
'@kireistan69 cricket has eaten like 2 food items in the past month his tummy is delicate,0
'Today the month of Muharram starts! A very happy and prosperous new year to all.,1
'@faizal_peraje @IndiasMuslims *to protect temple from jihadist mob*,2
'Real cricket loved it,0
"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",2
'Happy Muharram! We hope all of you have a blessed Muharram! ðŸ™ðŸ¼  Best regards  BSLC,1
'Happy Muharram to everyone across Saskatchewan who is celebrating today!,1
'hope muslim twitter is happy â€” now we have to watch aziz ansari feed his cousin bacon on eid,1
'@Anurag_Cricket Nice,0
'@Shudraism @saliltripathi In the same way  the left pretends to abhor bigotry while admiring Islam.,1
"Now nifty above 20 day moving average, what next 50 day moving average 8359",0
'@501Awani @chedetofficial The Radical Islamic Terrorist is Radically Apologetic too ðŸ˜,2
'@IlhanMN Happy 1 muharram 1442 H ðŸ™ðŸ½ðŸ˜,1
"""Happy New Year To all my Muslim brother's and sister's 1442",1
'@SalmanNizami_ Jehadi chain by jehadis to protect other jehadis,2
'New forum topic: Cpl Cricket live coverage,0
'@archpai @desimojito Had time to wish Happy Eid apparently ðŸ˜‰,1
'Holy Prophet SAW said:  The best fast after Ramadan is in the month of Muharram.â™¥,1
'Discover Quran Verses about #Human @ [75:36] #Quran #Islam,1
'@WhiteHouse Israel is a terrorist country and fucking UAE funding them  it so unfair with Muslim world,2
"""@ICC @T20WorldCup Happy B'Day  Nat SciverðŸŽ‚ðŸŽ‚ And  she's got a great pair of hands as well ðŸŽ‰ðŸŽ‰ #Cricket",0
'Koi online hai ????  Any Muslim sister here DM me,1
'Happy New Islamic Year 1 Muharram 1442 H #TPPIKampar #TPPIRiau,1
@brahmaatman @SanjeevSanskrit Mr. Bhahmaatam . Use ur real name. So much casteist remarks from a so called self proclaimed enlightened being! I can truly see the hidden wolf in you.  It's a pity such people like you are in this world. Pisslam ass lickers like you deserve better treatment in  Saudi Arabia.,2
'@britishbullybee If it is then she should be fired and placed in prison for being a Muslim terrorist,2
'1st Muharram 1442 AD Happy Islamic New Year,1
Neo-JMB may carry out attacks in Bangladesh  announce new ISIS wing Bengal Ulayat ,0
'And my Antie just got a heat press and cricket itâ€™s lit,0
'No ðŸ˜…ðŸ˜‚,1
'Happy new year..1 Muharram,1
'@ashokepandit He is dalal and paid goons of nexuls and Muslim Islamic jehadi,2
'@shahid_siddiqui You are justifying violence that happened last night. You are no better than a Jehadi.,2
'Hi  fellow Indians. Could we please behave like we are fans of a big cricket team?,0
'Happy #islamicnewyear1442  #Muharram,1
'@IamBill46 TO many Muslim terrorist live there we should just put a wall around them and call it prison ðŸ˜ðŸ˜†ðŸ˜†ðŸ˜†ðŸ˜ðŸ‡ºðŸ‡¸,2
'@jimmy__cricket I agree jimmy,0
'How do you know a cricket player is good,0
'Happy Awal Muharram  #1442Hijri,1
'@Sohelrana5252 End of Islamic terrorism in India,2
'@Tim32_cricket Is that a beer bottom left?,0
'@jimmy__cricket Itâ€™s a stunning theatre  with so much historyâ¤ï¸,0
'Do not cite Quran verses to me and get drunk a few hours later.,1
'@SethAbramson Cricket from the White House.,0
'@Ilhan Says the Muslim brother hood candidate that actually married her brother,1
"""@Nidhi Look who's giving lecture? Jehadi",2
'@SaySayed_ @ShashiTharoor Islamic terrorist found,2
'Innings close. @CcBrentwoods finish on 151-9,0
'Tallawahs vs Knight Riders. Watching from the UK on Sky Sports. Cracking standard of cricket #CPL20 #cpl,0
'Happy new year ðŸ˜Š Muharram Mubarak,1
'@Buti_Hlomz @BernardParker @OliphantTrevor @mr_sthe @maraporapo_10 ....care to explain this to a Cricket and rugby playing Buccaneer??,0
"More info on the book: ""Long Shot: The Inside Story of the Kurdish Snipers Who Broke ISIS""   """"A gripping narrative by an Iran-born Kurdish journalist who joined the ranks of the Kurdish army as a sniper in the fight against ISIS""",0
'@ZakaWaqar @realDonaldTrump D. J. Trump will win &amp  destroy Islamic terrorism from the world,2
'@JonBonTrader @romyjournalist How to defeat Isis ðŸ˜‚ðŸ˜‚ ,0
'@Guduma_ Radical islamic terrorism you mean by peace by your peaceful maz hub.,2
'TODAY IS 1ST MUHARRAM 1442 AFTER HIJRAH.  HAPPY NEW YEAR BROTHERS AND SISTERS IN ISLAM.,1
'@Ollatomiwa Muslim people   As if we no dey watch terrorist movie,1
'Happy Muharram to all who celebrate. May your new year be filled with peace  happiness  and joy!,1
'IPL\u20092020 | Playing IPL difficult than playing for country: Muttiah Muralitharan,0
'@coys100 @talkSPORT @DGoughie Think he should stick to cricket!,0
"no permanent foes, no permanent friends. interest is permanent !",0
'@Mohamme82988749 End of Islamic terrorism in India,2
"""In Napoleon day's killing civilian population wasn't cricket 20th century humans became fair game",0
'There really is nothing quite like stepping on a dead cricket barefoot ðŸ™ƒ,0
'England and America should scrap cricket and baseball and come up with a new game that they both can play. Like #baseball  for example.,0
"""@bryanbehar Seems like the same problem they were faced with in '08: do we brand Obama as a secret Muslim or a radical atheist?",2
'USE WISDOM TO AVOID CRITICISM!,0
'@A_ALSHARIF__ Essam was not adecnt man he has been a terrorist killed many Egyptians With his group Muslim Brotherhood,2
"""Foster kittens Cricket and Mystic  in the video you'll see Lil Bit Olyve playing Mommy to them",0
'Happy Islamic New year ðŸŒ™â­ï¸ðŸ•‹ðŸ•Œ #Muharram  #newyear,1
What an embarrassment to the Congress and the people of the United States. ðŸ¤¦\u200dâ™€ï¸ðŸ‘‡ðŸ» ,0
'Live Scoreboard - Play Cricket!,0
ISIS exploiting coronavirus security gaps to relaunch insurgency  UN report warns ,0
"In a world consumed with the coronavirus  groups such as ISIS are making a pitch for followers.  â€œâ€œWhat we are seeing is not COVID replacing terrorism concerns, but adding to terrorism concerns,â€ says our Associate Fellow @nixmalik says to @csmonitor",0
"""@jasonwoodmansee Mine swims with his  he gon' be Team Cricket.",0
'@ESPNcricinfo Is this a cricket news account or indian politics??,0
'Love hearing my grandpa commentate about the cricket,0
'@presidope @tudor_sabau Fcuk Islam! Fcuk Boko Haram! Fcuk Sharia! Fuck YOU!! FUCK Mohammed!!,2
'Started with Backing 160 in 20 overs #CPL2020,0
'@1sInto2s Also add 175 against Aus in 2009 and 98 against Pak in WC by the GOD himself.  143  134  175  98 : these innings defined cricket.,0
'@JoSaintsJo She was with us at the Burnley game last August in the Cricket Club big mates with Pete and Marisa for years  and the Hythe gang,0
'@ravamam Radical Islamic terrorism is threat to World..,2
'@ThatKidLouii Subhanallah brother  imma ignore the text and emphasize on the fact you got a Muslim meme saved,1
'Sri Lanka Army Sports Club v Ragama Cricket Club 292/5 *  #CricketGame,0
'What about a muslim one brother? Contact me.,1
'@Eazyalec @wobski421 @TheArtOfWar6 Yeah it is pretty big  think we won the last cricket world cup,0
"""@RanaAyyub You haven't said a word on the violence perpetrated by muslim terrorist mob.  Don't deserve to live in civil societies.",2
'Happy Muharram 1442 H,1
"""@yushabinnun @jalairid Oh wait  it's muslim sister's",1
'@TheZulfiquar @INSANIYAT34258 @RahulGandhi Boycott Radical Islam â˜ªï¸,2
"""@sirlestweets @ICC @ECB_cricket @bbctms @henrymoeranBBC @norcrosscricket @FredBoycott Ok  that's very good. Well done!",0
'@InternetYodha Thank god jehadi is dead,2
'@Sister_Alia @Scouse_ma @Vixxylixxy @shesdeadsoosan @TjayJT @gailmarie1958 @chez_em &lt &lt &lt  creepy women who stalk Asian Muslim men. Creeps.,1
'Real Cricketâ„¢ 20 Mod Apk v4.2 Download NOW,0
'Learn that every Muslim is a brother to every Muslim and that the Muslims constitute one brotherhood.,1
'@mrdanwalker Remind me why the cricket lost so much time to bad light last week again?,0
'happy new year muslim moots!!! ðŸ˜˜â¤ðŸ’• may Muharram as well as 1442 bring happiness  love  success and peace &lt 3,1
"""'Big Brother' Installs Bidets in Bathroom for Muslim Houseguest via @TMZ",1
'@Azamrizvi1 Till jehadi terrorism does not stop in Kashmir.,2
'@ICC @TomMoodyCricket @bhogleharsha @irbishi Real tiger of cricket,0
'@saintlymark @Cricket_Mann And under lights.,0
"""@Daytobehappy @Eileen_Ironic De Blasio is a Muslim Terrorist sympathiser. That's why. These people have taken over America.",2
'Saying happy Islamic new year on Muharram just doesnâ€™t sit right with me. Itâ€™s the complete opposite,1
'UAE board hopeful of fan presence in IPL matches,0
"""@laurajane_____ Twilight isn't meant to be understood - just enjoyed.  I reckon the opposite for cricket.",0
'@RRMohantwits @GaneshKmr21 @OfBigotry @ShefVaidya Lol I am not going to stop you  go ahead and ridicule Converted Chuslim of the World....   Tell us more about Pervert Periyar ðŸ˜›ðŸ˜›  Takhur and sarpanch??  I think this DMK ðŸ– is struggling to make sensible point.. ,2
'@MarwaBalkar @mchooyah @Delta Your a Muslim go marry your brother,1
'#Modi hails #Dhoni as embodiment of new India in emotional letter |,0
'Happy Amun Jadid! ðŸ˜„  (Islamic New Year  1 Muharram),1
'@Javedakhtarjadu Aakar Ahmed Patel : a radical muslim jehadi who want one more separate Muslim Nation,2
'@fouldsy147 @cricket_badger Imagine Starc or Cummins getting the ball after itâ€™s been sandpapered. The whole team knew - all in on it.,0
'Happy 1 Muharram Islamic New Year 1442 H to all muslim in the world ðŸ’œ #TahunBaruIslam,1
'Happy new Islamic year #Muharram #1442Hijri,1
'@SabinaBasha @TheJaggi Are you accepting Quran contains hateful verses? ðŸ™ˆðŸ™‰ðŸ™Š,2
"""Chahal Identifies RCB's 'problem' Behind Losing Games In IPL  Hopes To Turn Tides In UAE",0
'You need to have â€˜sportsâ€™ instead of only cricket. Football fans bro,0
'@cricket_country Yess  day 1  4 5 rain,0
"'""I remember when @KassNaidoo came through  she was 10 times better than me in Cricket. It was never like ohh she came to take my space""",0
'When you have to use T20Is to make any point about T20 cricket  9/10 times the argument is a non-starter.,0
'@PithyJoe @delventotime @justinbaragona Ah yes of course. Obama was black with a Muslim name so he just be a terrorist,2
'After 2 Days I was FINALLY able to catch the CRICKET and return him outside where he belongs......FINALLY #PeaceAndQuiet ðŸ‘â¤ï¸,0
Hindu extremists threw bombs at a mosque in #Kankinara of #WestBengal today whilst chanting anti-Muslim slogans. Few Muslim worshippers were injured as a result of this barbaric attack. #India #Islamophobia,2
'Got home last night and there was a damn cricket in my apartment  spent over an hour trying to get him AND I STILL CANT FIND HIM.,0
"""Wasn't till I started playing cricket in   Essex that I came to realise how beautiful some parts of it are ðŸðŸ’š",0
'@esbilgictr Very bad clothes sister you are Muslim Esra balgic,1
"This is the ideology of islam: have a mosque, create a community, claim victimhood, gain support from government, exploit laws, establish sharia, take control of the country.",2
'@vinodkapri These are Jehadi terrorists.,2
'@thehill Iâ€™m confused why did they put fake cricket sounds and shit like she actually outside or something lmfao TRASH,0
'Think have found a link between cricket club and crypto club  Investigating now,0
'Happy Islamic ðŸ†• Year  1 Muharram 1442 H./Jumaat Mubarak.,1
'@nik_soula Happy Eid,1
'@Still_Shamsu Jihadist,2
You can't lie to Congress but Congress can lie to you.  Weird right.,0
'@penomecode You Muslim  heya sister,1
'@Yuse_h Stop hating on ur muslim brother,1
'@JoeBiden Jehadi Biden ðŸ˜ðŸ˜ðŸ˜,2
'Junior cricket on a balmy-ish evening in Uddy!,0
'WB please wish me Happy birthday in advance as my birthday will come in Muharram  @WaseemBadami,1
'@ImTanveerA @DrNaumanNiaz Wese salim malik n rashid aur tanveer dono se ziada cricket kheli h,0
'Our team in MoneyMatch would like to wish you Happy Awal Muharram to all those who celebrate! #MoneyMatch,1
'Discover Quran Verses about #Iron @ [57:25] #Quran #Islam,1
'IPL in UAE: Rajasthan Royals and Kings XI Punjab first to reach Dubai,0
'Babes were matching at the Australian Cricket Awards ðŸ¥° #zoinis,0
'Happy New Hijri year to all my Muslim brothers and sister 1st muharram 1442H.,1
"Islam opposes creativity, since all that is needed is the Koran. It is not a religion, but a system of control.",2
'@taslimanasreen What a beautiful Jehadi tricks!!,2
'@Raghrd_mohammed https://t.co/jXKaKhqRb2 ,0
'@cherfy the background noise on my yeti is fucked aswell at night all my homies ask is if im in a damn cricket farm LMFAOO,0
'I do radical Islamic terrorism #MeToo,2
'Its Muharram already!! Happy new year 1442 H to all my Muslims oomfs ðŸ™ðŸ¼ðŸŒ™âœ¨ðŸ˜Š,1
'@Hadithoftheday Eid-al-Fitr  Eid-al-Adha,1
'@tolgaakpinar @HSajwanization They beat woman and they are radical islamic terrorist,2
'The more I read about what happened in Cricket  the more I lose interest ðŸ¤®. And it happened to be my favorite sports of them all,0
'From INTEGRASYS we would like to wish a happy Islamic new year â˜ª to our Arab partners!  #IslamicNewYear\xa0#Muharram,1
'@cricket_kaka @Praneeth_p65 @GauravK_8609 @ishaan3 @imVkohli Only way you can manage lol,0
"'Happy Islamic year ""Muharram 1  1442 AH""... ðŸ’šðŸŒ™ðŸŒˆ May this year brings alot of blessing for every muslim. â¤ï¸ðŸ‡¸ðŸ‡¦",1
"""@Justforawhile10 @aproko_doctor @Solowchigo Tacha fan + Muslim extremist. Dude you're done.",2
@RamananReal @RishiShenoy @DrJK_Murali @pratheesh_Hind Love jihad terrorism is a well planned terrorism against Hindu girls by katuas nd thr nearest mosques nd Chuslim clerics.,2
'Until itâ€™s cricket time,0
'@Kugandrie Thoroughly deserved position! You will rock this job and ensure a bright and happy future for SA cricket! So happy for you!!!,0
'Happy muharram ðŸ˜,1
'Personally feel @Eoin16 should lead @KKRiders but even as VC he will play a crucial role.,0
'Morning and happy Islamic new year  1 Muharram 1442 H ðŸ™ May everything will be better in this year. Aamiin,1
'@SaadAbd27459486 plz report this account a Muslim extremist he shouldnt be on twitter,2
'Iâ€™ve missed class  dignity and honesty! President Obama brought it all!!,0
"""@Tanya551955 @ovehasan11 We'll said all muslims is not a terrorist But every terrorist is a muslim",2
'@realTinaForte Sure do. Remember when @BarackObama would not denounce radical Islamic terrorism? ðŸ¤”,2
'#Pakistan #Cricket #ESPNCRICINFO Abbas opens up on Stokes dismissal,0
'@dbongino True statement Obama stealth Muslim Extremist. Now out of stealth mode,2
'US lawmaker: Terrorists supported by Pakistan security services are a threat to India https://t.co/U7BZBoFsCL @IBTimesUK #PakistanTerrorism ,0
'@lucky7777777a Kkr participating in test cricket cricket,0
'Wishing a Happy new Islamic year to all my dear friends #Muharram,1
'@DDNational MSD best cricketer in the history of cricket,0
Incredible that of the over 300 million people living in this country  over 200 of the dumbest ones managed to be elected to congress as Democrats. What are the odds??!,0
'I fear to live in state like karnataka where police is not able to protect itself from jehadi how would they give protection to me.,2
"#AllahDoesNotNeedQurbani Allah is very merciful, he is merciful, this word has been written hundreds of times in the Quran. So why not have mercy and kindness on goats",2
'@mkatju @Shehla_Rashid @khanumarfa Bcoz she is radical Islamic terrorist,2
'@zedlopez Found a surprise cricket in my basement office earlier in the week. I let him outside. Gods forgive me.,0
The earliest and holiest sites in Christianity are within the Muslim world. The birth place of Jesus (as) Is a modern day Arab Muslim town. Had Muslims been intolerant these sites wouldâ€™ve been converted long ago.,1
'@lahri_chandra @Pradeep54242413 Thank God jehadi is dead,2
Obama to eulogize late Rep. John Lewis  'conscience of the US Congress ' at Atlanta funeral - ABC News ,0
'@ESPNcricinfo @ShaneRWatson33 ðŸŽ‰ðŸŽ‰Will Watto prove to be a Match-Winner yet again? #Cricket #IPL2020 ðŸ‡®ðŸ‡³ðŸ‡®ðŸ‡³,0
#salute you my friend,0
'@EarlYajaGreen Have you ever read the Quran? Do you know these verses?,1
'@mojoalb @fbieber It is.Turkiye and some imported radical islamic tribes are not.,2
'@nisha_rns @Fawad__Ahmed @ashoswai Happy Eid,1
"Here,in India, we have 90'000 Rohingya intruders in just one state Kashmir in the last 10 years where locals (Muslim majority population) fully supported them to get citizenship of India.",0
"""@NAN_DINI_ Should've #VikasDubeyed this #Jehadi !",2
'@ShahbazAnsar_ Radical Islamic rarrir terrorism,2
'My Muslim  Hindi  Christian  Jewish  Buddhists  Sikhism  and more friends  treat me as a Brother  because I live what I believe.,1
'@Ashrafiakram1 @imMAK02 muslim brotherhood is terrorist ideology,2
'Happy Islamic New Year 1442 H. \u2063\u2063 Have a blessed Muharram! \u2063\u2063\u2063ðŸ™ðŸ½  #IslamicNewYear #1442H #TahunBaruIslam #1Muharam,1
'Good to get back out there with the Worcester lot ðŸ ðŸ“¸ - @BoycottRebecca @ Bromsgrove Cricket  Hockey and Tennis Club,0
"Pak Army intruded into Indian terrirtory, killed indian soldiers, had some laugh cup of tea with biscuits, mutilated their bodies and went back to their barracks, now tell me while this all rubbish was happening what were indian border forces doing watching mia khalifa and sunny leone?",0
'IF .. Cinemas can open Institutions Restaurant open then why not limited crowd in Pakistan In Sha Allah  #Cricket #PSL #PAKvZIM,0
'@freemonotheist They still had problems with name  This book had quran verses and verses from the book and verses  from the mother of book,1
'@Mxhxmmed @krw18 @tiredfarah Could u please give me those verses in Quran ??,1
'@MuzzammilShah7   pl display verses in quran  of behaviour of muslims towards kafirs.,1
'Hate when cricket comes to this,0
'Timothy mcveigh was really the first radical Muslim terrorist attack on America. After the World Trade Center,2
'happy muharram ðŸ˜Š,1
'More reasons to boycott this jehadi @aamir_khan,2
'@Astrozombies76 Black Orchid. Loved the setting and the cricket game!,0
'RHJ MY MUSLIM BROTHER MASHALLAH,1
'Future of Pakistan Cricket!,0
@ScottMStedman @Twitter @MuellerSheWrote I have no words given Trump's account was never suspended after he posted the Omar Ilhan anti-Muslim video.,2
'Can we have a Cricket South Africa @NetflixSA special Because wooooow what a mess!!  ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³,0
'mashallah our brother jungkook said bismillah again  muslim armys be winning ðŸ˜¼,1
'What is this.. ðŸ˜¢ ðŸ˜¢ Â¿ @OfficeofJPNadda @SaipriyaUgadhi @Arvindharmapuri @manthriji @bandisanjay_bjp @BJP4Telangana @Bjp4TelanganaS @RaoMlc @drlaxmanbjp @TigerRajaSingh @AnjaliPateljsr3 @sad5108 @Dattatreya @ashwin_modi007 @JDNitinsinghBJP @ChetanJsr @sad5108 @Sonunigam_Offic https://t.co/Hepf6FzaMK ,0
After Sengar another BJP office bearer accused of rape tried to mow down the alleged victim. Complete jungle raj! ,0
'@falahtah Azhar to come in at 11,0
